\INPUT_FILE = /exodata/ETSS-prep/KELT/doN02/raw/KELT_N02_lc_000061_V01_east_raw.dat
 2454039.694917 14.50989 0.01532 
 2454039.699538 14.51394 0.01517 
 2454039.705000 14.51378 0.01470 
 2454039.707189 14.52018 0.01496 
 2454039.711809 14.51644 0.01487 
 2454039.716430 14.50934 0.01529 
 2454039.721049 14.52773 0.01532 
 2454039.725669 14.50601 0.01502 
 2454039.730289 14.52726 0.01417 
 2454039.734910 14.51713 0.01412 
 2454039.739530 14.50457 0.01441 
 2454039.744150 14.51872 0.01450 
 2454039.748771 14.51243 0.01474 
 2454039.753393 14.51736 0.01441 
 2454039.758013 14.52325 0.01457 
 2454039.762634 14.49609 0.01451 
 2454039.767256 14.51018 0.01437 
 2454039.771875 14.50750 0.01363 
 2454039.776495 14.51205 0.01399 
 2454039.781115 14.51374 0.01491 
 2454040.685923 14.54042 0.01756 
 2454040.688110 14.49798 0.01744 
 2454040.690298 14.53610 0.01708 
 2454040.692486 14.50183 0.01702 
 2454040.694674 14.51037 0.01702 
 2454040.696862 14.52151 0.01694 
 2454040.699049 14.53641 0.01667 
 2454040.701237 14.53833 0.01665 
 2454040.703425 14.53076 0.01660 
 2454040.708045 14.53602 0.01652 
 2454040.712666 14.50446 0.01641 
 2454040.717287 14.52799 0.01616 
 2454040.721906 14.53580 0.01593 
 2454040.726526 14.50904 0.01575 
 2454040.731146 14.51631 0.01584 
 2454040.735765 14.52435 0.01563 
 2454040.740386 14.50629 0.01581 
 2454040.745006 14.52759 0.01585 
 2454040.749625 14.51467 0.01569 
 2454040.754245 14.52683 0.01537 
 2454040.758865 14.51378 0.01534 
 2454040.763485 14.50887 0.01537 
 2454040.768107 14.50955 0.01536 
 2454040.772728 14.53387 0.01532 
 2454040.777349 14.49863 0.01530 
 2454048.666500 14.49881 0.01641 
 2454048.671019 14.52851 0.01612 
 2454048.675540 14.49682 0.01665 
 2454048.680900 14.50725 0.01640 
 2454048.686262 14.52724 0.01701 
 2454048.691624 14.53447 0.01631 
 2454048.696984 14.51847 0.01606 
 2454048.699084 14.50089 0.01667 
 2454048.703605 14.50475 0.01618 
 2454048.708124 14.50157 0.01611 
 2454048.712704 14.51888 0.01595 
 2454048.717223 14.51548 0.01651 
 2454048.721743 14.50805 0.01590 
 2454048.726267 14.52446 0.01590 
 2454048.730787 14.51701 0.01626 
 2454048.735304 14.49351 0.01579 
 2454048.739824 14.52494 0.01575 
 2454048.744344 14.52704 0.01543 
 2454048.748864 14.53910 0.01588 
 2454048.753384 14.49797 0.01565 
 2454050.661443 14.51577 0.01320 
 2454050.665961 14.52216 0.01276 
 2454050.670486 14.52614 0.01274 
 2454050.675859 14.52075 0.01288 
 2454050.681227 14.50777 0.01286 
 2454050.686590 14.52184 0.01226 
 2454050.691959 14.52494 0.01230 
 2454050.694063 14.52014 0.01220 
 2454050.698585 14.52355 0.01205 
 2454050.703103 14.52130 0.01235 
 2454050.707628 14.50246 0.01211 
 2454050.712143 14.52302 0.01190 
 2454050.721189 14.50928 0.01219 
 2454050.725707 14.51653 0.01223 
 2454050.730228 14.51815 0.01258 
 2454050.734754 14.50770 0.01261 
 2454050.739272 14.52197 0.01282 
 2454050.743796 14.51457 0.01293 
 2454050.748318 14.52162 0.01297 
 2454052.657430 14.51197 0.01309 
 2454052.661956 14.51890 0.01267 
 2454052.666475 14.51713 0.01268 
 2454052.671844 14.52265 0.01193 
 2454052.677207 14.53597 0.01315 
 2454052.682575 14.52549 0.01227 
 2454052.687946 14.50344 0.01220 
 2454052.690052 14.51163 0.01203 
 2454052.694574 14.49146 0.01266 
 2454052.699097 14.52641 0.01240 
 2454052.703616 14.51331 0.01214 
 2454052.708139 14.50963 0.01234 
 2454052.712656 14.52715 0.01217 
 2454052.717178 14.50942 0.01255 
 2454052.721694 14.52188 0.01222 
 2454052.730734 14.51165 0.01284 
 2454052.735259 14.51629 0.01250 
 2454052.739783 14.52362 0.01275 
 2454052.744299 14.53504 0.01284 
 2454053.651245 14.50869 0.01248 
 2454053.655770 14.50954 0.01231 
 2454053.660295 14.51704 0.01252 
 2454053.664818 14.51885 0.01217 
 2454053.670182 14.51334 0.01222 
 2454053.675551 14.52100 0.01195 
 2454053.680921 14.51819 0.01217 
 2454053.686292 14.53343 0.01194 
 2454053.688397 14.52052 0.01193 
 2454053.692922 14.51982 0.01217 
 2454053.697438 14.49242 0.01165 
 2454053.706490 14.52988 0.01132 
 2454053.711014 14.52747 0.01136 
 2454053.715536 14.51638 0.01107 
 2454053.720054 14.51287 0.01115 
 2454053.724578 14.51641 0.01094 
 2454053.729100 14.52393 0.01110 
 2454053.733619 14.53483 0.01107 
 2454053.738144 14.53101 0.01121 
 2454053.742669 14.51662 0.01122 
 2454054.652340 14.52841 0.01160 
 2454054.656858 14.51122 0.01175 
 2454054.661383 14.50667 0.01154 
 2454054.666755 14.53840 0.01136 
 2454054.672125 14.50498 0.01140 
 2454054.677497 14.51143 0.01175 
 2454054.682867 14.51088 0.01154 
 2454054.684971 14.50559 0.01175 
 2454054.689493 14.52988 0.01123 
 2454054.694012 14.51107 0.01093 
 2454054.698536 14.51640 0.01104 
 2454054.703058 14.52593 0.01134 
 2454054.707575 14.51379 0.01115 
 2454054.712099 14.52270 0.01095 
 2454054.716624 14.52733 0.01088 
 2454054.721147 14.50335 0.01102 
 2454054.725665 14.51874 0.01105 
 2454054.730189 14.52953 0.01101 
 2454054.734714 14.52748 0.01059 
 2454054.739238 14.51776 0.01065 
 2454055.646626 14.52995 0.01259 
 2454055.651150 14.52585 0.01266 
 2454055.655676 14.52478 0.01235 
 2454055.661040 14.52004 0.01230 
 2454055.666408 14.52352 0.01162 
 2454055.671778 14.51058 0.01179 
 2454055.677148 14.51539 0.01172 
 2454055.679253 14.52130 0.01155 
 2454055.683777 14.52907 0.01139 
 2454055.688302 14.53290 0.01139 
 2454055.692827 14.53258 0.01127 
 2454055.697343 14.50213 0.01120 
 2454055.701867 14.52429 0.01094 
 2454055.706389 14.50618 0.01115 
 2454055.710907 14.51852 0.01093 
 2454055.715432 14.53764 0.01094 
 2454055.719956 14.52236 0.01078 
 2454055.724473 14.50455 0.01111 
 2454055.728997 14.52367 0.01088 
 2454055.733520 14.53605 0.01071 
 2454056.647318 14.51675 0.01201 
 2454056.651837 14.50345 0.01215 
 2454056.656361 14.51178 0.01231 
 2454056.661723 14.51617 0.01193 
 2454056.667091 14.50031 0.01192 
 2454056.672454 14.50052 0.01208 
 2454056.677821 14.53262 0.01183 
 2454056.679924 14.50561 0.01178 
 2454056.684448 14.51243 0.01172 
 2454056.688972 14.50739 0.01135 
 2454056.693492 14.52538 0.01173 
 2454056.698015 14.52734 0.01135 
 2454056.702537 14.51510 0.01148 
 2454056.707056 14.52451 0.01121 
 2454056.711581 14.52538 0.01133 
 2454056.716105 14.52937 0.01104 
 2454056.720631 14.53556 0.01124 
 2454056.725154 14.50563 0.01156 
 2454056.729671 14.49666 0.01140 
 2454056.734196 14.53189 0.01115 
 2454057.641528 14.51513 0.01295 
 2454057.646052 14.52157 0.01245 
 2454057.650575 14.52913 0.01239 
 2454057.655939 14.51613 0.01243 
 2454057.661302 14.54063 0.01218 
 2454057.666667 14.52475 0.01216 
 2454057.672036 14.51648 0.01227 
 2454057.677400 14.51500 0.01221 
 2454057.679503 14.52863 0.01201 
 2454057.684026 14.50415 0.01193 
 2454057.688542 14.53046 0.01208 
 2454057.693066 14.50918 0.01198 
 2454057.697587 14.51271 0.01177 
 2454057.702107 14.51719 0.01172 
 2454057.706631 14.50750 0.01194 
 2454057.711156 14.53584 0.01189 
 2454057.715681 14.51554 0.01175 
 2454057.720203 14.51591 0.01149 
 2454057.724722 14.51992 0.01151 
 2454057.729246 14.52860 0.01194 
 2454058.641923 14.51229 0.01200 
 2454058.646443 14.50191 0.01172 
 2454058.650963 14.50852 0.01169 
 2454058.656328 14.51886 0.01203 
 2454058.661697 14.49984 0.01145 
 2454058.667066 14.52150 0.01150 
 2454058.672429 14.50012 0.01162 
 2454058.674533 14.51011 0.01146 
 2454058.679057 14.52735 0.01155 
 2454058.683579 14.51434 0.01134 
 2454058.688097 14.52422 0.01167 
 2454058.692621 14.52842 0.01129 
 2454058.697147 14.51431 0.01126 
 2454058.701672 14.52497 0.01141 
 2454058.706194 14.53870 0.01108 
 2454058.710713 14.51463 0.01110 
 2454058.715237 14.51832 0.01093 
 2454058.719762 14.51916 0.01080 
 2454058.724285 14.53304 0.01094 
 2454058.728802 14.51780 0.01098 
 2454059.580521 14.51258 0.01317 
 2454059.585045 14.51683 0.01342 
 2454059.589567 14.48949 0.01353 
 2454059.594085 14.50743 0.01319 
 2454059.598608 14.52349 0.01310 
 2454059.603125 14.50963 0.01258 
 2454059.607649 14.52261 0.01271 
 2454059.612171 14.51640 0.01254 
 2454059.616690 14.51297 0.01248 
 2454059.621213 14.49413 0.01232 
 2454059.625736 14.51372 0.01226 
 2454059.630255 14.49533 0.01224 
 2454059.634780 14.51708 0.01224 
 2454059.639301 14.52079 0.01220 
 2454059.643819 14.49807 0.01221 
 2454059.648340 14.52386 0.01183 
 2454059.653704 14.52687 0.01175 
 2454059.659067 14.51475 0.01179 
 2454059.664434 14.51113 0.01205 
 2454059.666537 14.51224 0.01171 
 2454059.671060 14.51979 0.01180 
 2454059.675579 14.52076 0.01173 
 2454059.680103 14.51926 0.01171 
 2454059.684625 14.49779 0.01144 
 2454059.689144 14.52908 0.01152 
 2454059.693667 14.52264 0.01129 
 2454059.698190 14.51570 0.01122 
 2454059.702708 14.50594 0.01124 
 2454059.707232 14.50553 0.01132 
 2454059.711754 14.49898 0.01145 
 2454059.716273 14.52429 0.01124 
 2454059.720797 14.51522 0.01101 
 2454059.725318 14.52274 0.01094 
 2454060.580529 14.51965 0.01441 
 2454060.585051 14.51857 0.01423 
 2454060.589569 14.51355 0.01448 
 2454060.594094 14.53216 0.01423 
 2454060.598617 14.52144 0.01446 
 2454060.603135 14.51063 0.01402 
 2454060.607659 14.52162 0.01395 
 2454060.612185 14.50366 0.01382 
 2454060.616710 14.51467 0.01344 
 2454060.621233 14.51424 0.01340 
 2454060.625750 14.52581 0.01306 
 2454060.630275 14.52008 0.01297 
 2454060.634796 14.49832 0.01288 
 2454060.639314 14.52055 0.01264 
 2454060.643840 14.51727 0.01240 
 2454060.649210 14.50945 0.01258 
 2454060.654581 14.50868 0.01232 
 2454060.659952 14.50462 0.01202 
 2454060.665322 14.50733 0.01199 
 2454060.667427 14.51819 0.01182 
 2454060.671947 14.52758 0.01173 
 2454060.676475 14.52337 0.01149 
 2454060.680994 14.52273 0.01121 
 2454060.685518 14.49438 0.01126 
 2454060.690040 14.50866 0.01124 
 2454060.694558 14.55099 0.01122 
 2454060.699081 14.53097 0.01100 
 2454060.705749 14.52223 0.01098 
 2454060.710272 14.53037 0.01086 
 2454060.714790 14.51913 0.01078 
 2454060.719313 14.52582 0.01084 
 2454060.723837 14.51627 0.01073 
 2454061.580528 14.51877 0.01426 
 2454061.585051 14.48324 0.01397 
 2454061.589570 14.50431 0.01336 
 2454061.594095 14.47677 0.01398 
 2454061.598620 14.50412 0.01367 
 2454061.603145 14.51419 0.01323 
 2454061.607668 14.51287 0.01360 
 2454061.612184 14.50851 0.01326 
 2454061.616709 14.50617 0.01330 
 2454061.621231 14.50065 0.01334 
 2454061.625749 14.50790 0.01281 
 2454061.630274 14.51213 0.01291 
 2454061.634800 14.51913 0.01277 
 2454061.639326 14.51102 0.01251 
 2454061.644689 14.50192 0.01195 
 2454061.650057 14.52628 0.01212 
 2454061.655425 14.52169 0.01198 
 2454061.660795 14.53078 0.01190 
 2454061.662893 14.50718 0.01161 
 2454061.667415 14.50248 0.01182 
 2454061.671937 14.51149 0.01159 
 2454061.676463 14.50148 0.01143 
 2454061.680989 14.50347 0.01152 
 2454061.685514 14.52530 0.01131 
 2454061.690033 14.51171 0.01116 
 2454061.694557 14.52730 0.01105 
 2454061.699080 14.53990 0.01111 
 2454061.703604 14.51672 0.01085 
 2454061.708131 14.50379 0.01079 
 2454061.712655 14.51253 0.01064 
 2454061.717174 14.50767 0.01061 
 2454066.579809 14.51357 0.02013 
 2454066.584334 14.49400 0.01400 
 2454066.588851 14.52038 0.01344 
 2454066.593373 14.50114 0.01370 
 2454066.597899 14.53759 0.01349 
 2454066.602417 14.52759 0.01338 
 2454066.606942 14.51485 0.01366 
 2454066.611464 14.50000 0.01330 
 2454066.615989 14.50595 0.01319 
 2454066.620509 14.51475 0.01306 
 2454066.625032 14.52352 0.01308 
 2454066.629556 14.52251 0.01288 
 2454066.634920 14.53075 0.01290 
 2454066.640289 14.52814 0.01289 
 2454066.645658 14.51490 0.01254 
 2454066.647762 14.52041 0.01256 
 2454066.652278 14.53856 0.01236 
 2454066.656802 14.52760 0.01323 
 2454066.661325 14.50065 0.01337 
 2454066.665849 14.53912 0.01802 
 2454066.670365 14.51724 0.01260 
 2454066.679406 14.52085 0.01320 
 2454066.683931 14.51317 0.01354 
 2454066.688452 14.51151 0.01224 
 2454066.692972 14.52392 0.01209 
 2454066.697497 14.51905 0.01093 
 2454066.702021 14.52483 0.01310 
 2454066.706547 14.49643 0.01286 
 2454077.579764 14.52987 0.01256 
 2454077.584281 14.52212 0.01250 
 2454077.588794 14.51316 0.01238 
 2454077.593309 14.51746 0.01221 
 2454077.597830 14.52039 0.01226 
 2454077.603194 14.52804 0.01316 
 2454077.613925 14.51036 0.01264 
 2454077.619287 14.51361 0.01211 
 2454077.621395 14.53641 0.01262 
 2454077.625912 14.52487 0.01286 
 2454077.630425 14.52614 0.01348 
 2454077.634939 14.52156 0.01370 
 2454077.639453 14.51221 0.01458 
 2454077.643967 14.52733 0.01485 
 2454077.648480 14.53292 0.01498 
 2454077.653002 14.53195 0.01535 
 2454077.657522 14.52053 0.01519 
 2454077.662044 14.50329 0.01560 
 2454077.666559 14.50616 0.01523 
 2454077.671072 14.54443 0.01491 
 2454077.675584 14.52057 0.01495 
 2454078.579757 14.51821 0.01247 
 2454078.584280 14.49451 0.01244 
 2454078.588798 14.51098 0.01231 
 2454078.593311 14.51999 0.01211 
 2454078.604034 14.53422 0.01191 
 2454078.609394 14.51160 0.01164 
 2454078.614762 14.50418 0.01158 
 2454078.616870 14.51929 0.01152 
 2454078.621392 14.53054 0.01184 
 2454078.625905 14.52832 0.01144 
 2454078.630419 14.50526 0.01153 
 2454078.634933 14.53339 0.01132 
 2454078.639446 14.52808 0.01141 
 2454078.643962 14.52641 0.01143 
 2454078.648475 14.51824 0.01140 
 2454078.652989 14.51659 0.01148 
 2454078.657502 14.52944 0.01133 
 2454078.662016 14.53252 0.01139 
 2454078.666530 14.51228 0.01165 
 2454078.671044 14.52472 0.01182 
 2454079.667575 14.51988 0.01065 
 2454080.579729 14.50299 0.01204 
 2454080.584243 14.50490 0.01184 
 2454080.588759 14.52156 0.01211 
 2454080.599487 14.51942 0.01182 
 2454080.604850 14.54776 0.01157 
 2454080.610210 14.52319 0.01160 
 2454080.612318 14.51212 0.01144 
 2454080.616835 14.52857 0.01115 
 2454080.621349 14.50917 0.01141 
 2454080.625864 14.51819 0.01130 
 2454080.630378 14.52004 0.01125 
 2454080.634893 14.51370 0.01153 
 2454080.639418 14.52112 0.01133 
 2454080.643933 14.51791 0.01123 
 2454080.648455 14.52396 0.01114 
 2454080.652970 14.53043 0.01105 
 2454080.657483 14.51231 0.01106 
 2454080.662000 14.52580 0.01115 
 2454080.666523 14.52628 0.01102 
 2454081.580718 14.52568 0.01172 
 2454081.585239 14.52591 0.01150 
 2454081.590603 14.52164 0.01134 
 2454081.595973 14.52283 0.01148 
 2454081.601342 14.51893 0.01145 
 2454081.606711 14.52480 0.01131 
 2454081.608820 14.51204 0.01136 
 2454081.613340 14.52206 0.01131 
 2454081.617854 14.52819 0.01102 
 2454081.622368 14.51737 0.01120 
 2454081.626882 14.52623 0.01118 
 2454081.631397 14.53078 0.01131 
 2454081.635918 14.53055 0.01104 
 2454081.640443 14.51351 0.01100 
 2454081.644959 14.52354 0.01091 
 2454081.649483 14.51678 0.01089 
 2454081.653999 14.53005 0.01107 
 2454081.658514 14.52489 0.01120 
 2454081.663037 14.52926 0.01114 
 2454082.580708 14.51071 0.01265 
 2454082.595951 14.49992 0.01620 
 2454082.601323 14.51461 0.01199 
 2454082.603432 14.50999 0.01199 
 2454082.607947 14.51446 0.01203 
 2454082.616975 14.51845 0.01239 
 2454082.630517 14.51750 0.01492 
 2454082.639545 14.52475 0.01510 
 2454082.644059 14.55600 0.01312 
 2454082.653086 14.53278 0.01139 
 2454082.657601 14.52247 0.01246 
 2454082.662115 14.49910 0.01275 
 2454083.580709 14.49438 0.01511 
 2454083.586072 14.52513 0.01296 
 2454083.591437 14.51855 0.01297 
 2454083.596800 14.51827 0.01288 
 2454083.602167 14.51832 0.01290 
 2454083.604270 14.50631 0.01294 
 2454083.613299 14.51557 0.01221 
 2454083.617814 14.49495 0.01256 
 2454083.626842 14.50614 0.01277 
 2454083.635870 14.51683 0.01248 
 2454083.640384 14.52317 0.01229 
 2454083.644898 14.50893 0.01212 
 2454083.649412 14.52236 0.01238 
 2454083.653926 14.50924 0.01239 
 2454093.581229 14.52066 0.01282 
 2454093.585959 14.53522 0.01300 
 2454093.590688 14.50085 0.01278 
 2454093.595418 14.51453 0.01258 
 2454093.600146 14.52010 0.01235 
 2454093.604873 14.50907 0.01263 
 2454093.609602 14.51682 0.01294 
 2454093.614332 14.51274 0.01170 
 2454093.619059 14.53343 0.01247 
 2454093.623785 14.50470 0.01177 
 2454093.628516 14.49484 0.01225 
 2454093.633243 14.51088 0.01205 
 2454107.587528 14.52099 0.01084 
 2454107.592258 14.51960 0.01072 
 2454108.588224 14.50245 0.01054 
 2454362.811812 14.51934 0.01232 
 2454362.822059 14.52703 0.01221 
 2454362.827601 14.53708 0.01216 
 2454362.833143 14.50844 0.01165 
 2454362.835339 14.51234 0.01161 
 2454362.840036 14.52686 0.01199 
 2454362.844725 14.50667 0.01170 
 2454362.849430 14.50954 0.01138 
 2454362.854127 14.53718 0.01175 
 2454362.858823 14.52993 0.01135 
 2454362.863510 14.53659 0.01142 
 2454362.868216 14.51432 0.01103 
 2454362.872913 14.52473 0.01113 
 2454362.877610 14.52708 0.01118 
 2454362.882298 14.51548 0.01102 
 2454362.887004 14.52417 0.01091 
 2454362.891700 14.50967 0.01080 
 2454362.896397 14.51830 0.01098 
 2454363.802049 14.52222 0.01153 
 2454363.806757 14.51674 0.01128 
 2454363.811465 14.49906 0.01147 
 2454363.817020 14.51464 0.01121 
 2454363.822575 14.49926 0.01101 
 2454363.828129 14.53557 0.01031 
 2454363.833682 14.51367 0.01059 
 2454363.835883 14.52820 0.01064 
 2454363.840589 14.51660 0.01091 
 2454363.845296 14.52246 0.01068 
 2454363.850002 14.51222 0.01124 
 2454363.854707 14.52107 0.01088 
 2454363.859413 14.52866 0.01106 
 2454363.864119 14.52120 0.01020 
 2454363.868825 14.52289 0.01082 
 2454363.873532 14.51638 0.01075 
 2454363.878238 14.51901 0.01090 
 2454363.882944 14.52821 0.01022 
 2454363.887652 14.50628 0.01039 
 2454363.892358 14.52819 0.01038 
 2454378.760995 14.48907 0.02394 
 2454378.765697 14.53635 0.02309 
 2454378.770400 14.47320 0.01017 
 2454378.775947 14.55962 0.01437 
 2454378.792593 14.50178 0.01262 
 2454378.804192 14.44848 0.01030 
 2454378.818299 14.51045 0.01191 
 2454378.823001 14.54341 0.01723 
 2454378.827703 14.50021 0.01859 
 2454379.801083 14.51498 0.00967 
 2454380.757100 14.51466 0.03404 
 2454380.761807 14.51680 0.01314 
 2454380.766514 14.51288 0.01238 
 2454380.772070 14.49759 0.01166 
 2454381.774033 14.50971 0.01179 
 2454381.779582 14.51582 0.01139 
 2454381.781780 14.51481 0.01152 
 2454381.786482 14.53528 0.01168 
 2454381.791186 14.50812 0.01160 
 2454381.795882 14.52916 0.01129 
 2454381.800593 14.51710 0.01132 
 2454381.805296 14.52714 0.01119 
 2454381.809999 14.51806 0.01082 
 2454381.814698 14.51807 0.01031 
 2454381.819406 14.51958 0.01016 
 2454381.824111 14.50995 0.01060 
 2454381.828812 14.52637 0.00962 
 2454381.833516 14.51985 0.01014 
 2454381.838216 14.51860 0.00975 
 2454381.842917 14.51312 0.01026 
 2454382.746250 14.52142 0.01170 
 2454382.750956 14.52192 0.01167 
 2454382.755662 14.52869 0.01186 
 2454382.760369 14.51928 0.01157 
 2454382.765923 14.51281 0.01154 
 2454382.771476 14.52239 0.01165 
 2454382.777030 14.50689 0.01170 
 2454382.779231 14.52171 0.01175 
 2454382.783922 14.53372 0.01150 
 2454382.788644 14.52154 0.01135 
 2454382.793352 14.53132 0.01135 
 2454382.798060 14.51322 0.01131 
 2454382.802760 14.52527 0.01117 
 2454382.807473 14.51234 0.01096 
 2454382.812182 14.53111 0.01142 
 2454382.816886 14.53540 0.01094 
 2454382.821589 14.50523 0.01136 
 2454382.826288 14.51019 0.01077 
 2454382.831003 14.51808 0.01076 
 2454382.835710 14.51122 0.01117 
 2454382.840417 14.53196 0.01099 
 2454384.745157 14.49601 0.01154 
 2454384.749865 14.51184 0.01174 
 2454384.754571 14.52576 0.01129 
 2454384.760120 14.52802 0.01122 
 2454384.765672 14.53205 0.01132 
 2454384.771224 14.53373 0.01163 
 2454384.773426 14.52416 0.01174 
 2454384.778130 14.52463 0.01142 
 2454384.782826 14.51392 0.01122 
 2454384.787542 14.53000 0.01119 
 2454384.792246 14.49420 0.01149 
 2454384.796954 14.52587 0.01118 
 2454384.801654 14.52036 0.01092 
 2454384.806372 14.52345 0.01100 
 2454384.811079 14.52443 0.01078 
 2454384.815787 14.51314 0.01099 
 2454384.820485 14.52792 0.01044 
 2454384.825198 14.51278 0.01059 
 2454384.829905 14.51248 0.01079 
 2454384.834609 14.53461 0.01062 
 2454385.738727 14.53786 0.01075 
 2454385.743430 14.53209 0.01048 
 2454385.748133 14.49862 0.01095 
 2454385.752836 14.49986 0.01079 
 2454385.758385 14.50748 0.01037 
 2454385.763935 14.51044 0.01053 
 2454385.769482 14.52340 0.01031 
 2454385.771679 14.50632 0.01035 
 2454385.776383 14.53384 0.01043 
 2454385.781089 14.51613 0.01045 
 2454385.785792 14.52978 0.01031 
 2454385.790495 14.51271 0.01056 
 2454385.795199 14.52624 0.01049 
 2454385.799903 14.50975 0.01039 
 2454385.804606 14.52648 0.01029 
 2454385.809308 14.51795 0.01022 
 2454385.814010 14.51661 0.01050 
 2454385.818714 14.51453 0.01025 
 2454385.823417 14.53119 0.00987 
 2454385.828119 14.50492 0.01031 
 2454385.832820 14.51203 0.01004 
 2454386.739956 14.50138 0.01094 
 2454386.744658 14.51733 0.01117 
 2454386.749361 14.52057 0.01086 
 2454386.754911 14.51325 0.01126 
 2454386.760459 14.51056 0.01117 
 2454386.766009 14.53362 0.01085 
 2454386.768209 14.51791 0.01085 
 2454386.772913 14.52454 0.01116 
 2454386.777616 14.50974 0.01122 
 2454386.782319 14.51958 0.01096 
 2454386.787024 14.51703 0.01125 
 2454386.791727 14.51325 0.01121 
 2454386.796430 14.51403 0.01095 
 2454386.801133 14.51339 0.01071 
 2454386.805838 14.51930 0.01054 
 2454386.810541 14.52252 0.01114 
 2454386.815243 14.53289 0.01043 
 2454386.819950 14.52736 0.01075 
 2454386.824654 14.50200 0.01055 
