\INPUT_FILE = /exodata/ETSS-prep/KELT/doN02/raw/KELT_N02_lc_000027_V01_east_raw.dat
 2454039.694917 14.30253 0.01282 
 2454039.699538 14.32145 0.01263 
 2454039.705000 14.32568 0.01225 
 2454039.707189 14.32356 0.01245 
 2454039.711809 14.32950 0.01240 
 2454039.716430 14.30687 0.01282 
 2454039.721049 14.31558 0.01282 
 2454039.725669 14.31944 0.01254 
 2454039.730289 14.33419 0.01174 
 2454039.734910 14.30718 0.01173 
 2454039.739530 14.32071 0.01200 
 2454039.744150 14.31167 0.01208 
 2454039.748771 14.31455 0.01228 
 2454039.753393 14.33640 0.01197 
 2454039.758013 14.30586 0.01214 
 2454039.762634 14.32111 0.01204 
 2454039.767256 14.31220 0.01189 
 2454039.771875 14.31821 0.01134 
 2454039.776495 14.32192 0.01167 
 2454039.781115 14.30900 0.01238 
 2454040.685923 14.32138 0.01452 
 2454040.688110 14.30183 0.01446 
 2454040.690298 14.32650 0.01419 
 2454040.692486 14.30705 0.01404 
 2454040.694674 14.30365 0.01413 
 2454040.696862 14.32734 0.01403 
 2454040.699049 14.33093 0.01385 
 2454040.701237 14.33807 0.01383 
 2454040.703425 14.32323 0.01378 
 2454040.708045 14.32447 0.01377 
 2454040.712666 14.31958 0.01357 
 2454040.717287 14.32115 0.01344 
 2454040.721906 14.33507 0.01323 
 2454040.726526 14.32772 0.01304 
 2454040.731146 14.32281 0.01309 
 2454040.735765 14.31013 0.01294 
 2454040.740386 14.30541 0.01315 
 2454040.745006 14.31157 0.01319 
 2454040.749625 14.32782 0.01293 
 2454040.754245 14.30391 0.01274 
 2454040.758865 14.30533 0.01272 
 2454040.763485 14.30892 0.01271 
 2454040.768107 14.31440 0.01272 
 2454040.772728 14.30763 0.01270 
 2454040.777349 14.31279 0.01267 
 2454048.666500 14.31602 0.01367 
 2454048.671019 14.30532 0.01348 
 2454048.675540 14.31838 0.01389 
 2454048.680900 14.32484 0.01370 
 2454048.686262 14.30709 0.01427 
 2454048.691624 14.30586 0.01365 
 2454048.696984 14.30510 0.01340 
 2454048.699084 14.30590 0.01390 
 2454048.703605 14.32023 0.01346 
 2454048.708124 14.30515 0.01343 
 2454048.712704 14.31276 0.01326 
 2454048.717223 14.30259 0.01383 
 2454048.721743 14.30730 0.01325 
 2454048.726267 14.30487 0.01326 
 2454048.730787 14.30692 0.01356 
 2454048.735304 14.31286 0.01310 
 2454048.739824 14.30147 0.01317 
 2454048.744344 14.30705 0.01290 
 2454048.748864 14.29530 0.01332 
 2454048.753384 14.29652 0.01301 
 2454050.661443 14.30304 0.01111 
 2454050.665961 14.30661 0.01071 
 2454050.670486 14.30843 0.01078 
 2454050.675859 14.29853 0.01081 
 2454050.681227 14.31735 0.01085 
 2454050.686590 14.30513 0.01032 
 2454050.691959 14.32201 0.01042 
 2454050.694063 14.30947 0.01031 
 2454050.698585 14.32487 0.01014 
 2454050.703103 14.29960 0.01033 
 2454050.707628 14.30693 0.01018 
 2454050.712143 14.30711 0.01004 
 2454050.721189 14.31869 0.01026 
 2454050.725707 14.30729 0.01032 
 2454050.730228 14.31302 0.01057 
 2454050.734754 14.31037 0.01055 
 2454050.739272 14.31796 0.01076 
 2454050.743796 14.29928 0.01082 
 2454050.748318 14.30814 0.01090 
 2454052.657430 14.31940 0.01105 
 2454052.661956 14.31681 0.01063 
 2454052.666475 14.32526 0.01069 
 2454052.671844 14.31915 0.01003 
 2454052.677207 14.31857 0.01113 
 2454052.682575 14.30860 0.01041 
 2454052.687946 14.29657 0.01024 
 2454052.690052 14.29808 0.01015 
 2454052.694574 14.31079 0.01056 
 2454052.699097 14.31480 0.01053 
 2454052.703616 14.31562 0.01021 
 2454052.708139 14.31441 0.01040 
 2454052.712656 14.30684 0.01024 
 2454052.717178 14.31580 0.01054 
 2454052.721694 14.30539 0.01034 
 2454052.730734 14.31236 0.01080 
 2454052.735259 14.30027 0.01053 
 2454052.739783 14.32016 0.01065 
 2454052.744299 14.31545 0.01092 
 2454053.651245 14.31217 0.01052 
 2454053.655770 14.32689 0.01033 
 2454053.660295 14.31103 0.01072 
 2454053.664818 14.30645 0.01023 
 2454053.670182 14.31990 0.01033 
 2454053.675551 14.31942 0.00998 
 2454053.680921 14.30108 0.01023 
 2454053.686292 14.31910 0.01006 
 2454053.688397 14.31930 0.00997 
 2454053.692922 14.31117 0.01030 
 2454053.697438 14.32681 0.00978 
 2454053.706490 14.30168 0.00956 
 2454053.711014 14.32951 0.00966 
 2454053.715536 14.31029 0.00927 
 2454053.720054 14.30746 0.00938 
 2454053.724578 14.30974 0.00932 
 2454053.729100 14.31492 0.00937 
 2454053.733619 14.30914 0.00936 
 2454053.738144 14.32140 0.00950 
 2454053.742669 14.32219 0.00951 
 2454054.652340 14.32324 0.00983 
 2454054.656858 14.31530 0.00991 
 2454054.661383 14.30088 0.00973 
 2454054.666755 14.31362 0.00962 
 2454054.672125 14.30452 0.00966 
 2454054.677497 14.30338 0.01003 
 2454054.682867 14.32182 0.00971 
 2454054.684971 14.31564 0.00993 
 2454054.689493 14.32261 0.00954 
 2454054.694012 14.32287 0.00921 
 2454054.698536 14.31333 0.00935 
 2454054.703058 14.29844 0.00956 
 2454054.707575 14.32014 0.00944 
 2454054.712099 14.30576 0.00929 
 2454054.716624 14.31011 0.00918 
 2454054.721147 14.29224 0.00934 
 2454054.725665 14.31491 0.00939 
 2454054.730189 14.32126 0.00938 
 2454054.734714 14.30523 0.00896 
 2454054.739238 14.30384 0.00902 
 2454055.646626 14.31872 0.01069 
 2454055.651150 14.33219 0.01063 
 2454055.655676 14.31947 0.01048 
 2454055.661040 14.31577 0.01036 
 2454055.666408 14.30780 0.00981 
 2454055.671778 14.30313 0.00995 
 2454055.677148 14.31470 0.00996 
 2454055.679253 14.32823 0.00978 
 2454055.683777 14.31005 0.00965 
 2454055.688302 14.31571 0.00960 
 2454055.692827 14.30963 0.00959 
 2454055.697343 14.31265 0.00946 
 2454055.701867 14.32258 0.00923 
 2454055.706389 14.30066 0.00948 
 2454055.710907 14.31331 0.00925 
 2454055.715432 14.31625 0.00929 
 2454055.719956 14.31392 0.00911 
 2454055.724473 14.31304 0.00938 
 2454055.728997 14.29995 0.00925 
 2454055.733520 14.31405 0.00909 
 2454056.647318 14.32811 0.01003 
 2454056.651837 14.33811 0.01026 
 2454056.656361 14.32468 0.01030 
 2454056.661723 14.31472 0.01003 
 2454056.667091 14.31048 0.01008 
 2454056.672454 14.31142 0.01021 
 2454056.677821 14.31728 0.01001 
 2454056.679924 14.31636 0.00991 
 2454056.684448 14.31433 0.00987 
 2454056.688972 14.32234 0.00955 
 2454056.693492 14.31370 0.00993 
 2454056.698015 14.30606 0.00960 
 2454056.702537 14.31838 0.00971 
 2454056.707056 14.33010 0.00942 
 2454056.711581 14.29669 0.00961 
 2454056.716105 14.31718 0.00935 
 2454056.720631 14.32195 0.00949 
 2454056.725154 14.31650 0.00975 
 2454056.729671 14.31114 0.00959 
 2454056.734196 14.29700 0.00945 
 2454057.641528 14.31699 0.01094 
 2454057.646052 14.32760 0.01049 
 2454057.650575 14.31977 0.01046 
 2454057.655939 14.31805 0.01055 
 2454057.661302 14.31571 0.01032 
 2454057.666667 14.29891 0.01023 
 2454057.672036 14.30194 0.01035 
 2454057.677400 14.31387 0.01028 
 2454057.679503 14.31325 0.01013 
 2454057.684026 14.30945 0.01003 
 2454057.688542 14.31475 0.01020 
 2454057.693066 14.31151 0.01009 
 2454057.697587 14.32031 0.00993 
 2454057.702107 14.30790 0.00985 
 2454057.706631 14.31127 0.01004 
 2454057.711156 14.32259 0.01004 
 2454057.715681 14.30645 0.00993 
 2454057.720203 14.32625 0.00967 
 2454057.724722 14.30607 0.00968 
 2454057.729246 14.30039 0.01009 
 2454058.641923 14.31733 0.01015 
 2454058.646443 14.31630 0.00989 
 2454058.650963 14.32758 0.00986 
 2454058.656328 14.32309 0.01019 
 2454058.661697 14.30768 0.00969 
 2454058.667066 14.31152 0.00970 
 2454058.672429 14.31724 0.00981 
 2454058.674533 14.32722 0.00971 
 2454058.679057 14.32447 0.00975 
 2454058.683579 14.32138 0.00957 
 2454058.688097 14.30804 0.00991 
 2454058.692621 14.31809 0.00961 
 2454058.697147 14.31398 0.00949 
 2454058.701672 14.31941 0.00968 
 2454058.706194 14.31923 0.00940 
 2454058.710713 14.30210 0.00936 
 2454058.715237 14.31622 0.00927 
 2454058.719762 14.31103 0.00911 
 2454058.724285 14.31520 0.00928 
 2454058.728802 14.31932 0.00922 
 2454059.580521 14.31775 0.01107 
 2454059.585045 14.32644 0.01123 
 2454059.589567 14.31696 0.01142 
 2454059.594085 14.32017 0.01109 
 2454059.598608 14.33607 0.01109 
 2454059.603125 14.33452 0.01052 
 2454059.607649 14.32325 0.01072 
 2454059.612171 14.32431 0.01048 
 2454059.616690 14.30990 0.01053 
 2454059.621213 14.31669 0.01046 
 2454059.625736 14.31766 0.01032 
 2454059.630255 14.30159 0.01028 
 2454059.634780 14.32216 0.01030 
 2454059.639301 14.32815 0.01037 
 2454059.643819 14.30804 0.01027 
 2454059.648340 14.32431 0.00994 
 2454059.653704 14.31481 0.00991 
 2454059.659067 14.32333 0.00995 
 2454059.664434 14.32496 0.01019 
 2454059.666537 14.30943 0.00990 
 2454059.671060 14.31113 0.00996 
 2454059.675579 14.31126 0.00989 
 2454059.680103 14.32117 0.00989 
 2454059.684625 14.30915 0.00966 
 2454059.689144 14.30916 0.00976 
 2454059.693667 14.31113 0.00954 
 2454059.698190 14.32325 0.00949 
 2454059.702708 14.31619 0.00950 
 2454059.707232 14.29021 0.00958 
 2454059.711754 14.30532 0.00967 
 2454059.716273 14.32036 0.00952 
 2454059.720797 14.30671 0.00931 
 2454059.725318 14.32034 0.00927 
 2454060.580529 14.31137 0.01213 
 2454060.585051 14.32197 0.01193 
 2454060.589569 14.30914 0.01220 
 2454060.594094 14.33675 0.01196 
 2454060.598617 14.32225 0.01226 
 2454060.603135 14.30929 0.01187 
 2454060.607659 14.30664 0.01184 
 2454060.612185 14.30952 0.01171 
 2454060.616710 14.33036 0.01130 
 2454060.621233 14.35037 0.01120 
 2454060.625750 14.32826 0.01094 
 2454060.630275 14.30674 0.01094 
 2454060.634796 14.31846 0.01089 
 2454060.639314 14.32981 0.01063 
 2454060.643840 14.30966 0.01045 
 2454060.649210 14.31609 0.01067 
 2454060.654581 14.31621 0.01039 
 2454060.659952 14.31114 0.01015 
 2454060.665322 14.30964 0.01014 
 2454060.667427 14.32231 0.00998 
 2454060.671947 14.31394 0.00993 
 2454060.676475 14.32324 0.00969 
 2454060.680994 14.32835 0.00946 
 2454060.685518 14.30529 0.00948 
 2454060.690040 14.32004 0.00948 
 2454060.694558 14.33010 0.00955 
 2454060.699081 14.32100 0.00931 
 2454060.705749 14.32421 0.00926 
 2454060.710272 14.31348 0.00921 
 2454060.714790 14.29924 0.00911 
 2454060.719313 14.30665 0.00922 
 2454060.723837 14.31178 0.00904 
 2454061.580528 14.32845 0.01202 
 2454061.585051 14.31798 0.01177 
 2454061.589570 14.34144 0.01123 
 2454061.594095 14.33751 0.01177 
 2454061.598620 14.32009 0.01154 
 2454061.603145 14.29832 0.01116 
 2454061.607668 14.32792 0.01140 
 2454061.612184 14.33555 0.01108 
 2454061.616709 14.34081 0.01119 
 2454061.621231 14.31891 0.01130 
 2454061.625749 14.32324 0.01078 
 2454061.630274 14.31386 0.01085 
 2454061.634800 14.32729 0.01074 
 2454061.639326 14.31864 0.01051 
 2454061.644689 14.30888 0.01009 
 2454061.650057 14.32238 0.01028 
 2454061.655425 14.32706 0.01009 
 2454061.660795 14.31393 0.01005 
 2454061.662893 14.30728 0.00977 
 2454061.667415 14.31637 0.00998 
 2454061.671937 14.32652 0.00977 
 2454061.676463 14.31794 0.00962 
 2454061.680989 14.30715 0.00976 
 2454061.685514 14.30885 0.00959 
 2454061.690033 14.32559 0.00940 
 2454061.694557 14.32173 0.00934 
 2454061.699080 14.31913 0.00944 
 2454061.703604 14.30729 0.00919 
 2454061.708131 14.31392 0.00908 
 2454061.712655 14.31782 0.00896 
 2454061.717174 14.32253 0.00892 
 2454066.579809 14.36637 0.01717 
 2454066.584334 14.31758 0.01178 
 2454066.588851 14.31941 0.01115 
 2454066.593373 14.32795 0.01155 
 2454066.597899 14.31014 0.01135 
 2454066.602417 14.30945 0.01124 
 2454066.606942 14.30125 0.01152 
 2454066.611464 14.33044 0.01122 
 2454066.615989 14.32300 0.01108 
 2454066.620509 14.30818 0.01100 
 2454066.625032 14.32451 0.01098 
 2454066.629556 14.31682 0.01080 
 2454066.634920 14.30454 0.01081 
 2454066.640289 14.32132 0.01083 
 2454066.645658 14.32490 0.01048 
 2454066.647762 14.32273 0.01051 
 2454066.652278 14.31643 0.01031 
 2454066.656802 14.29106 0.01105 
 2454066.661325 14.36018 0.01143 
 2454066.665849 14.35224 0.01631 
 2454066.670365 14.30942 0.01056 
 2454066.679406 14.29208 0.01069 
 2454066.683931 14.31932 0.01161 
 2454066.688452 14.31284 0.01036 
 2454066.692972 14.30611 0.01027 
 2454066.697497 14.29938 0.00897 
 2454066.702021 14.30679 0.01127 
 2454066.706547 14.29956 0.01109 
 2454077.579764 14.31012 0.01063 
 2454077.584281 14.32215 0.01053 
 2454077.588794 14.34540 0.01040 
 2454077.593309 14.31856 0.01028 
 2454077.597830 14.33907 0.01034 
 2454077.603194 14.26777 0.01114 
 2454077.613925 14.32689 0.01065 
 2454077.619287 14.30668 0.01018 
 2454077.621395 14.31361 0.01064 
 2454077.625912 14.32173 0.01078 
 2454077.630425 14.32326 0.01135 
 2454077.634939 14.32104 0.01148 
 2454077.639453 14.29719 0.01221 
 2454077.643967 14.31937 0.01243 
 2454077.648480 14.31924 0.01251 
 2454077.653002 14.30024 0.01289 
 2454077.657522 14.31329 0.01266 
 2454077.662044 14.30710 0.01301 
 2454077.666559 14.30017 0.01272 
 2454077.671072 14.31143 0.01241 
 2454077.675584 14.30238 0.01246 
 2454078.579757 14.32789 0.01052 
 2454078.584280 14.31724 0.01045 
 2454078.588798 14.32601 0.01032 
 2454078.593311 14.31734 0.01019 
 2454078.604034 14.31589 0.01007 
 2454078.609394 14.31705 0.00979 
 2454078.614762 14.31835 0.00975 
 2454078.616870 14.31395 0.00971 
 2454078.621392 14.32129 0.01003 
 2454078.625905 14.31849 0.00970 
 2454078.630419 14.30912 0.00975 
 2454078.634933 14.30651 0.00958 
 2454078.639446 14.31663 0.00965 
 2454078.643962 14.31311 0.00969 
 2454078.648475 14.31846 0.00962 
 2454078.652989 14.32424 0.00967 
 2454078.657502 14.30977 0.00960 
 2454078.662016 14.29255 0.00966 
 2454078.666530 14.30809 0.00985 
 2454078.671044 14.31092 0.00997 
 2454079.667575 14.30274 0.00901 
 2454080.579729 14.33446 0.01013 
 2454080.584243 14.32944 0.00996 
 2454080.588759 14.32078 0.01028 
 2454080.599487 14.31349 0.00997 
 2454080.604850 14.32017 0.00981 
 2454080.610210 14.31440 0.00979 
 2454080.612318 14.32546 0.00966 
 2454080.616835 14.31524 0.00944 
 2454080.621349 14.30544 0.00963 
 2454080.625864 14.32844 0.00951 
 2454080.630378 14.30791 0.00948 
 2454080.634893 14.31231 0.00966 
 2454080.639418 14.30430 0.00957 
 2454080.643933 14.31893 0.00949 
 2454080.648455 14.30293 0.00944 
 2454080.652970 14.31868 0.00932 
 2454080.657483 14.32396 0.00929 
 2454080.662000 14.29831 0.00941 
 2454080.666523 14.31116 0.00933 
 2454081.580718 14.31518 0.00993 
 2454081.585239 14.31672 0.00973 
 2454081.590603 14.31476 0.00958 
 2454081.595973 14.31980 0.00971 
 2454081.601342 14.32557 0.00971 
 2454081.606711 14.32388 0.00958 
 2454081.608820 14.31891 0.00958 
 2454081.613340 14.31247 0.00956 
 2454081.617854 14.30971 0.00934 
 2454081.622368 14.31064 0.00945 
 2454081.626882 14.30849 0.00945 
 2454081.631397 14.31472 0.00960 
 2454081.635918 14.32475 0.00934 
 2454081.640443 14.31010 0.00929 
 2454081.644959 14.30752 0.00922 
 2454081.649483 14.31166 0.00920 
 2454081.653999 14.30652 0.00935 
 2454081.658514 14.30231 0.00949 
 2454081.663037 14.28946 0.00944 
 2454082.580708 14.32111 0.01066 
 2454082.595951 14.32507 0.01393 
 2454082.601323 14.30983 0.01017 
 2454082.603432 14.30893 0.01010 
 2454082.607947 14.31294 0.01012 
 2454082.616975 14.31787 0.01050 
 2454082.630517 14.36707 0.01313 
 2454082.639545 14.31837 0.01266 
 2454082.644059 14.33936 0.01102 
 2454082.653086 14.30261 0.00966 
 2454082.657601 14.31414 0.01069 
 2454082.662115 14.31613 0.01069 
 2454083.580709 14.36999 0.01293 
 2454083.586072 14.31288 0.01087 
 2454083.591437 14.31070 0.01087 
 2454083.596800 14.30556 0.01088 
 2454083.602167 14.31826 0.01083 
 2454083.604270 14.32639 0.01080 
 2454083.613299 14.30572 0.01031 
 2454083.617814 14.32044 0.01056 
 2454083.626842 14.30098 0.01071 
 2454083.635870 14.29854 0.01049 
 2454083.640384 14.31456 0.01032 
 2454083.644898 14.30659 0.01019 
 2454083.649412 14.30687 0.01042 
 2454083.653926 14.30725 0.01039 
 2454093.581229 14.31026 0.01075 
 2454093.585959 14.31647 0.01097 
 2454093.590688 14.30995 0.01074 
 2454093.595418 14.28455 0.01059 
 2454093.600146 14.31016 0.01039 
 2454093.604873 14.31289 0.01061 
 2454093.609602 14.30582 0.01091 
 2454093.614332 14.32410 0.00977 
 2454093.619059 14.31434 0.01057 
 2454093.623785 14.30289 0.00990 
 2454093.628516 14.30302 0.01027 
 2454093.633243 14.30499 0.01019 
 2454107.587528 14.31172 0.00922 
 2454107.592258 14.31515 0.00907 
 2454108.588224 14.32382 0.00891 
 2454362.811812 14.32879 0.01036 
 2454362.822059 14.32506 0.01034 
 2454362.827601 14.33398 0.01028 
 2454362.833143 14.33943 0.00974 
 2454362.835339 14.32008 0.00974 
 2454362.840036 14.31957 0.01010 
 2454362.844725 14.31111 0.00985 
 2454362.849430 14.31915 0.00956 
 2454362.854127 14.32295 0.00993 
 2454362.858823 14.32774 0.00956 
 2454362.863510 14.31645 0.00975 
 2454362.868216 14.32301 0.00931 
 2454362.872913 14.32148 0.00937 
 2454362.877610 14.31684 0.00945 
 2454362.882298 14.32462 0.00930 
 2454362.887004 14.31532 0.00918 
 2454362.891700 14.32200 0.00906 
 2454362.896397 14.30051 0.00929 
 2454363.802049 14.32088 0.00974 
 2454363.806757 14.32764 0.00954 
 2454363.811465 14.31019 0.00966 
 2454363.817020 14.33306 0.00949 
 2454363.822575 14.31029 0.00929 
 2454363.828129 14.32263 0.00870 
 2454363.833682 14.32235 0.00892 
 2454363.835883 14.31114 0.00899 
 2454363.840589 14.31629 0.00918 
 2454363.845296 14.30974 0.00902 
 2454363.850002 14.32780 0.00942 
 2454363.854707 14.31756 0.00915 
 2454363.859413 14.32296 0.00938 
 2454363.864119 14.32727 0.00859 
 2454363.868825 14.30976 0.00914 
 2454363.873532 14.32140 0.00904 
 2454363.878238 14.32010 0.00923 
 2454363.882944 14.30392 0.00862 
 2454363.887652 14.32384 0.00874 
 2454363.892358 14.31276 0.00880 
 2454378.760995 14.40071 0.02160 
 2454378.765697 14.43911 0.02222 
 2454378.770400 14.29548 0.00846 
 2454378.775947 14.22262 0.00927 
 2454378.792593 14.33323 0.01070 
 2454378.804192 14.33204 0.00848 
 2454378.818299 14.30464 0.01002 
 2454378.823001 14.34696 0.01470 
 2454378.827703 14.38801 0.01645 
 2454379.801083 14.32383 0.00810 
 2454380.757100 14.53801 0.04522 
 2454380.761807 14.30659 0.01101 
 2454380.766514 14.32794 0.01033 
 2454380.772070 14.32166 0.00990 
 2454381.774033 14.30767 0.00992 
 2454381.779582 14.33113 0.00957 
 2454381.781780 14.32882 0.00970 
 2454381.786482 14.33175 0.00982 
 2454381.791186 14.31179 0.00979 
 2454381.795882 14.32696 0.00953 
 2454381.800593 14.31020 0.00958 
 2454381.805296 14.30668 0.00948 
 2454381.809999 14.31599 0.00913 
 2454381.814698 14.29462 0.00875 
 2454381.819406 14.30350 0.00856 
 2454381.824111 14.30195 0.00896 
 2454381.828812 14.31508 0.00815 
 2454381.833516 14.30497 0.00863 
 2454381.838216 14.30867 0.00830 
 2454381.842917 14.30091 0.00874 
 2454382.746250 14.31640 0.00982 
 2454382.750956 14.32099 0.00992 
 2454382.755662 14.31336 0.01003 
 2454382.760369 14.31642 0.00976 
 2454382.765923 14.33526 0.00968 
 2454382.771476 14.32266 0.00983 
 2454382.777030 14.32250 0.00987 
 2454382.779231 14.30687 0.00989 
 2454382.783922 14.33217 0.00964 
 2454382.788644 14.30683 0.00954 
 2454382.793352 14.32430 0.00956 
 2454382.798060 14.32358 0.00945 
 2454382.802760 14.31189 0.00940 
 2454382.807473 14.31161 0.00919 
 2454382.812182 14.31738 0.00966 
 2454382.816886 14.32063 0.00921 
 2454382.821589 14.32484 0.00955 
 2454382.826288 14.30133 0.00903 
 2454382.831003 14.31266 0.00906 
 2454382.835710 14.31077 0.00940 
 2454382.840417 14.33723 0.00929 
 2454384.745157 14.31945 0.00970 
 2454384.749865 14.31311 0.00991 
 2454384.754571 14.31316 0.00955 
 2454384.760120 14.33087 0.00945 
 2454384.765672 14.31322 0.00956 
 2454384.771224 14.31745 0.00985 
 2454384.773426 14.30680 0.00994 
 2454384.778130 14.32152 0.00962 
 2454384.782826 14.31312 0.00947 
 2454384.787542 14.31378 0.00945 
 2454384.792246 14.29561 0.00969 
 2454384.796954 14.33380 0.00941 
 2454384.801654 14.30354 0.00922 
 2454384.806372 14.31229 0.00930 
 2454384.811079 14.31067 0.00906 
 2454384.815787 14.30719 0.00932 
 2454384.820485 14.31391 0.00882 
 2454384.825198 14.31332 0.00893 
 2454384.829905 14.31954 0.00909 
 2454384.834609 14.30678 0.00900 
 2454385.738727 14.32221 0.00911 
 2454385.743430 14.30956 0.00890 
 2454385.748133 14.31790 0.00929 
 2454385.752836 14.30396 0.00918 
 2454385.758385 14.32817 0.00879 
 2454385.763935 14.30917 0.00895 
 2454385.769482 14.31738 0.00875 
 2454385.771679 14.30931 0.00878 
 2454385.776383 14.30956 0.00891 
 2454385.781089 14.30960 0.00889 
 2454385.785792 14.31642 0.00875 
 2454385.790495 14.30532 0.00895 
 2454385.795199 14.31731 0.00889 
 2454385.799903 14.29534 0.00879 
 2454385.804606 14.30921 0.00876 
 2454385.809308 14.31130 0.00867 
 2454385.814010 14.31210 0.00896 
 2454385.818714 14.32151 0.00865 
 2454385.823417 14.31819 0.00838 
 2454385.828119 14.32313 0.00870 
 2454385.832820 14.31401 0.00859 
 2454386.739956 14.31151 0.00925 
 2454386.744658 14.31737 0.00947 
 2454386.749361 14.31344 0.00919 
 2454386.754911 14.31279 0.00955 
 2454386.760459 14.32610 0.00943 
 2454386.766009 14.33896 0.00914 
 2454386.768209 14.31869 0.00916 
 2454386.772913 14.32775 0.00945 
 2454386.777616 14.31296 0.00949 
 2454386.782319 14.32686 0.00922 
 2454386.787024 14.29650 0.00953 
 2454386.791727 14.31044 0.00947 
 2454386.796430 14.30806 0.00923 
 2454386.801133 14.31653 0.00904 
 2454386.805838 14.31627 0.00885 
 2454386.810541 14.32374 0.00943 
 2454386.815243 14.31243 0.00882 
 2454386.819950 14.30686 0.00910 
 2454386.824654 14.31437 0.00888 
